,Record ID,88,400,466,490,542,588,624,733,734,753,758,1395,1405,1888,1891,1959,2010,2255,2312,2377,2398,2475,2640,2768,3142,3186,3230,3376,3529,3621,3932,4056,4241,4421,4592,4597,4826,4842,4924,4990,5034,5147,5332,5386,5492,5655,5746,5791,Average-Record-TD,SD
18,2312,1318.0,1294.0,1331.0,1322.0,1322.0,1279.0,1342.0,1336.0,1322.0,1353.0,1306.0,1345.0,1388.0,1306.0,1330.0,1279.0,1299.0,1340.0,,1294.0,1341.0,1306.0,1330.0,1285.0,1377.0,1331.0,1333.0,1378.0,1306.0,1378.0,1397.0,1306.0,1330.0,1301.0,1299.0,1318.0,1348.0,1299.0,1311.0,1306.0,1318.0,1352.0,1318.0,1343.0,1338.0,1257.0,1294.0,1358.0,1318.44,20.04
45,5655,522.0,528.0,559.0,526.0,526.0,518.0,547.0,496.0,526.0,2.0,515.0,489.0,565.0,534.0,515.0,518.0,488.0,542.0,557.0,528.0,553.0,534.0,515.0,528.0,547.0,528.0,522.0,525.0,550.0,525.0,528.0,534.0,515.0,509.0,488.0,518.0,518.0,488.0,458.0,534.0,522.0,508.0,520.0,524.0,551.0,,528.0,505.0,527.56,17.65
36,4826,466.0,508.0,398.0,465.0,465.0,480.0,449.0,466.0,465.0,485.0,434.0,409.0,457.0,466.0,503.0,480.0,456.0,466.0,509.0,508.0,445.0,466.0,503.0,21.0,487.0,487.0,457.0,490.0,449.0,490.0,473.0,466.0,503.0,468.0,456.0,478.0,,456.0,485.0,466.0,466.0,513.0,479.0,451.0,476.0,502.0,508.0,466.0,462.44,29.07
20,2398,349.0,389.0,333.0,381.0,381.0,379.0,342.0,287.0,381.0,405.0,312.0,347.0,325.0,349.0,321.0,379.0,341.0,349.0,412.0,389.0,,349.0,321.0,371.0,334.0,325.0,339.0,331.0,338.0,331.0,323.0,349.0,321.0,409.0,341.0,364.0,339.0,341.0,375.0,349.0,349.0,378.0,361.0,353.0,378.0,379.0,389.0,334.0,358.0,33.53
47,5791,276.0,289.0,266.0,279.0,279.0,284.0,258.0,307.0,279.0,220.0,256.0,261.0,265.0,261.0,272.0,284.0,259.0,277.0,300.0,289.0,307.0,261.0,272.0,273.0,297.0,260.0,272.0,262.0,262.0,262.0,276.0,261.0,272.0,279.0,259.0,253.0,282.0,259.0,294.0,261.0,276.0,258.0,275.0,271.0,272.0,261.0,289.0,,279.67,13.8
