,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,erf_0.1,atd
33,metrics_sim_Radjenovic_2013_ndup_nnan_5147.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8617363344051447,0.8723404255319149,147.31914893617022
34,metrics_sim_Radjenovic_2013_ndup_nnan_5332.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8646133017431037,0.8723404255319149,141.93617021276594
35,metrics_sim_Radjenovic_2013_ndup_nnan_5386.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8659671687256727,0.8723404255319149,170.59574468085106
36,metrics_sim_Radjenovic_2013_ndup_nnan_542.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8612286342866813,0.8723404255319149,166.25531914893617
37,metrics_sim_Radjenovic_2013_ndup_nnan_5492.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8617363344051447,0.8723404255319149,139.5531914893617
38,metrics_sim_Radjenovic_2013_ndup_nnan_5655.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8688441360636318,0.8723404255319149,145.6595744680851
39,metrics_sim_Radjenovic_2013_ndup_nnan_5746.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8598747673041124,0.8723404255319149,168.82978723404256
40,metrics_sim_Radjenovic_2013_ndup_nnan_5791.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.869182602809274,0.8723404255319149,160.91489361702128
41,metrics_sim_Radjenovic_2013_ndup_nnan_588.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8615671010323236,0.8723404255319149,167.27659574468086
42,metrics_sim_Radjenovic_2013_ndup_nnan_624.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8678287358267051,0.8723404255319149,142.06382978723406
43,metrics_sim_Radjenovic_2013_ndup_nnan_733.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8737519038754442,0.8723404255319149,169.53191489361703
44,metrics_sim_Radjenovic_2013_ndup_nnan_734.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8612286342866813,0.8723404255319149,166.25531914893617
45,metrics_sim_Radjenovic_2013_ndup_nnan_753.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8715518700287697,0.8723404255319149,140.0
46,metrics_sim_Radjenovic_2013_ndup_nnan_758.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8729057370113387,0.8723404255319149,143.74468085106383
47,metrics_sim_Radjenovic_2013_ndup_nnan_88.json,0.9787234042553191,1.0,1.0,1.0,1.0,0.8666441022169572,0.8723404255319149,164.7872340425532
